epoch	loss	acc	val_loss	val_acc
0	0.16790395530989652	0.41761446490201565	0.12756203615165257	0.510489510628449
1	0.13963687644560366	0.46427529922516225	0.12747421259785588	0.510489510628449
2	0.1344221140282187	0.468358122205623	0.12725140321088005	0.510489510628449
3	0.13265717714442635	0.4779819191440823	0.12656166927242057	0.510489510628449
4	0.13153430917722625	0.4902303886156313	0.1259304456291221	0.510489510628449
5	0.13106184864955034	0.4922717994018698	0.12487735274510506	0.510489510628449
6	0.12715471371439047	0.49897929385508694	0.12262170204332659	0.5256410257104949
7	0.12525807667852804	0.5310586179856762	0.11769147564620126	0.5361305361305362
8	0.12449065260599987	0.5328083990805002	0.1213761286718862	0.6188811216598902
9	0.1208358329364182	0.5713035872775912	0.11558179675421237	0.6235431231263079
10	0.11738137823477122	0.5946340034396699	0.11250907495305255	0.6212121210731827
11	0.1143856282009436	0.6042578014210801	0.10867156376649728	0.6351981381158451
12	0.11312234769125797	0.6182560512921524	0.10681365444248929	0.6503496534062988
13	0.11142833735581979	0.6319626707765096	0.10569331261800441	0.6526806525417141
14	0.11052846024016591	0.6421697290967873	0.10456548526987329	0.644522144383206
15	0.10836900747632382	0.6445027701915197	0.10789497738534753	0.6503496529894831
16	0.10710267863405032	0.6582093901104398	0.10273001160654989	0.6689976717764403
17	0.10596355509483352	0.6590842808360224	0.0998935400050281	0.6736596732428579
18	0.10477679384479581	0.6617089522305575	0.09820463378112633	0.6864801860633708
19	0.10367727805484173	0.6736657913067001	0.09767339213605805	0.6969696964139427
20	0.10460839458363992	0.6724992701074896	0.09800685059913111	0.7004662031060332
21	0.10193150997874548	0.6835812193445576	0.09589677093884884	0.6993007019405321
22	0.09991607827194998	0.6862058905478851	0.09466266531349618	0.7121212114265193
23	0.09811269896271696	0.6961213183250049	0.09354380728342594	0.709790212291104
24	0.10117240596674523	0.6847477405437682	0.09129416975594346	0.7261072251346562
25	0.09696808308754068	0.7019539231911941	0.09345660848425819	0.7167832159495854
26	0.09658354547306065	0.7083697874402124	0.09132367160631505	0.7226107249726782
27	0.09868472262447796	0.6984543601150379	0.08959835027898108	0.7331002353232502
28	0.09411052979700556	0.7095363084655978	0.08803156127671262	0.7435897424782351
29	0.09391279513606805	0.7194517358776847	0.08558325358343014	0.7505827493323035
30	0.09225338606392548	0.7261592297138226	0.08632206057126705	0.7459207448092374
31	0.09219538601216926	0.7235345589450581	0.08357564222701502	0.7552447541332468
32	0.08921615878480209	0.729075531668898	0.0839538009780826	0.7540792529677456
33	0.09077550183582946	0.7287839022556036	0.0839875204822956	0.7564102582164578
34	0.08925342089400135	0.7249927086015246	0.08291524268322058	0.7610722630174009
35	0.08865441669829213	0.7279090117038461	0.08287853311686527	0.7599067589341899
36	0.08864287767188825	0.7381160689811729	0.08150731192115859	0.7634032622917549
37	0.08596919486763596	0.7372411789508907	0.08112858300095116	0.7599067587952514
38	0.08784960445856416	0.7334499860964074	0.08860553700329263	0.7482517474181168
39	0.08790337964001534	0.7366579185251106	0.07975463048144654	0.7599067585173742
40	0.08730060739519298	0.7427821527350641	0.08033649810961077	0.7703962692847619
41	0.08423465709795441	0.7506561673358496	0.07983207720004039	0.7610722596828754
42	0.08612284756551578	0.7439486724393782	0.0802920959143094	0.7610722600996911
43	0.08274363081920734	0.7532808406598438	0.07796946141894881	0.7692307679803221
44	0.08275615263129504	0.752114319721371	0.07733504237967494	0.768065270010408
45	0.08186129035825249	0.7544473611637537	0.07730897443069444	0.7715617703113244
46	0.08326003200747453	0.7529892102731286	0.0778465228446158	0.7645687665139045
47	0.08254035837137863	0.7529892102731286	0.07822919117681908	0.7680652669537595
48	0.08115957132639778	0.7518226893346558	0.07805529323630121	0.7680652669537595
49	0.08010902562357657	0.7570720325582887	0.07848287325152706	0.7715617704502631
50	0.07937863888911584	0.7596967049088621	0.07963091603942685	0.7622377611262537
51	0.07903574563434675	0.7637795277154977	0.07548431515485257	0.7703962692847619
52	0.07969477256017442	0.7585301842311271	0.07593056038543061	0.7727272716157642
53	0.08029787471209925	0.7561971420934437	0.07449318037861155	0.7622377640439636
54	0.07930746026387121	0.7602799649000793	0.07678067244780369	0.75874126054746
55	0.08250876317725789	0.7433654120135982	0.07565340535207228	0.7645687662360273
56	0.08011197988416476	0.7535724702643458	0.07496789071734969	0.7785547804999184
57	0.0775011509893743	0.7634878973287825	0.07477717410712253	0.7703962723414103
58	0.07643591354664368	0.7579469232838715	0.07356928035373732	0.7727272746724126
59	0.07632497833434956	0.7646544183541679	0.07433674534856578	0.7738927727812653
60	0.08033042192267899	0.7491980173317327	0.0729957770877507	0.7727272746724126
61	0.07894583529235671	0.7573636634664794	0.07287254941699665	0.7785547773043314
62	0.07918827485789638	0.7594050735487261	0.0721298501694397	0.775058277003415
63	0.07621978433434975	0.7637795271940223	0.07289395655021245	0.7773892761388302
64	0.07393746842627763	0.7693205020211465	0.07211139577599394	0.7750582739467665
65	0.07259864289043039	0.771945173328769	0.07289955591335719	0.7773892793344173
66	0.07445955735604942	0.7623213769117853	0.07393393465827951	0.7727272716157642
67	0.0762697341239428	0.7675707201354182	0.07212330058807538	0.7738927758379138
68	0.07627877031802505	0.7699037620992764	0.07134194274396051	0.7738927758379138
69	0.07431478999157486	0.771653542577021	0.07255791662595211	0.7808857796353338
70	0.07516901420804703	0.7675707197703854	0.07218674976717342	0.7715617736458501
71	0.07744726760719774	0.7725284345367623	0.07145662642233855	0.7808857826919823
72	0.07372719047715484	0.7719451740240696	0.07165987650692324	0.7762237783078547
73	0.07144626853816466	0.7792359292594084	0.07082549350592363	0.7832167819663362
74	0.07277446746669729	0.7760279963961424	0.07129065338131431	0.7797202786087712
75	0.07358856481160739	0.7722368038023968	0.07058491373742933	0.7867132883805495
76	0.07339020238113181	0.7745698456793424	0.06985879389000384	0.7867132885194881
77	0.07183580688065362	0.7766112566480973	0.07032332242855104	0.7832167818273975
78	0.07373669618275153	0.7739865847320868	0.06881826728721321	0.7832167819663362
79	0.07130692826220578	0.7699037626207518	0.07310849473331914	0.7785547774432701
80	0.07479797870781166	0.7655293080194172	0.06972178559759003	0.7820512841353605
81	0.0723583653469272	0.7734033245670444	0.07099167519793921	0.7808857794963953
82	0.07337865038519874	0.7710702829508366	0.06964305642393086	0.782051283996422
83	0.07011679154281611	0.7713619138590272	0.07145313916853814	0.7797202783308941
84	0.0719063317538455	0.7789442987857806	0.06962654159549789	0.7843822861884857
85	0.07061266310819386	0.7836103815836335	0.07019062164849613	0.7878787896849893
86	0.07027152816437186	0.7818606010885063	0.06880581457089711	0.7855477874929254
87	0.07074474172216354	0.7748614760660576	0.0736917749672503	0.7797202816654196
88	0.07090654050984026	0.7754447357096245	0.07059129584571976	0.7820512809397735
89	0.07288864042015665	0.7745698459400802	0.06809923579017599	0.7890442876549034
90	0.0701187042887199	0.7774861481558932	0.06840703787503542	0.7832167851619232
91	0.07058605998233027	0.7754447361441874	0.06828071588611269	0.7867132854628396
92	0.06914270442597335	0.7818606011754189	0.07210590646956072	0.7762237781689162
93	0.06975007197988314	0.7783610380123502	0.07046161411386548	0.7855477842973384
94	0.07113963415746823	0.7786526689205409	0.06726801339840834	0.7867132853239011
95	0.06895880191892463	0.7885680961588027	0.06820638172137432	0.7960372946479104
96	0.07083155531365588	0.7769028874693754	0.06648472106053835	0.7902097888204046
97	0.06764154054265775	0.7874015743512042	0.06804771347965671	0.7948717934824092
98	0.06976504306441739	0.7812773405758137	0.06646977698469496	0.7925407911514069
99	0.0722435863053583	0.774861475370757	0.07149159236179366	0.7832167819663362
100	0.07007971077236151	0.7809857098414481	0.0682836881120166	0.782051280800835
101	0.0674267301798197	0.7844852726568665	0.0682066362047251	0.7890442876549034
102	0.06846927007734689	0.7806940804107713	0.06915953925578466	0.7948717934824092
103	0.06934960840064049	0.7801108197242534	0.0682697627684731	0.7843822829928987
104	0.06842915740838618	0.786235053499644	0.06718216733985292	0.7913752931814927
105	0.06791260276836082	0.7865266843209221	0.06800184727131904	0.7878787866283408
106	0.06634473727000771	0.7900262468756027	0.06712964540108657	0.793706292316908
107	0.0672215428306553	0.7833187515445685	0.06905090303479375	0.7890442907115518
108	0.06713452275552358	0.7897346168365378	0.0667672028595751	0.7867132885194881
109	0.06687942937290262	0.7879848352115472	0.06797986156318016	0.789044287793842
110	0.06831608830222446	0.778652668485978	0.07010277970270677	0.7902097889593431
111	0.06849827932899497	0.7804024499371435	0.06759093330178784	0.7878787896849893
112	0.06756152190239793	0.7812773404019885	0.06610878327718148	0.7902097889593431
113	0.06554204478021194	0.7876932056070451	0.06716062013919537	0.7913752931814927
114	0.06699542297318156	0.7850685333433843	0.06635417466188644	0.7925407911514069
115	0.0645242105744677	0.7894429862759975	0.06823663375316522	0.7878787866283408
116	0.06583944770034113	0.7856517942906399	0.06722045983328964	0.7960372978434974
117	0.06514650725695197	0.7920676578443576	0.06604244639892956	0.7890442908504904
118	0.06401289672041885	0.7894429862759975	0.06596023644948061	0.793706292316908
119	0.0667470707798463	0.7827354916402639	0.06606600857350654	0.7902097888204046
120	0.06576399787821552	0.7879848354722849	0.06648787119727591	0.793706295512495
121	0.06488707486717163	0.7923592879703352	0.06702707039240079	0.7902097888204046
122	0.06797871962146218	0.7830271212447659	0.06694760013779838	0.7867132853239011
123	0.06897888849191987	0.7847769028697565	0.06496356780226137	0.7995337981444138
124	0.06421082512361206	0.792650918443963	0.0670870532279526	0.7960372978434974
125	0.06457800550462901	0.7955672210074264	0.06697931284810002	0.7937062924558466
126	0.06514204004939703	0.7882764658590001	0.06621217932595518	0.793706295512495
127	0.06619427404422112	0.791192767727163	0.06498196722813697	0.7972027990089986
128	0.06890992095086101	0.780985710276011	0.06569176003996864	0.8006993023665635
129	0.06532779662875575	0.7874015743512042	0.06573070340848469	0.7995338013400008
130	0.06458112358890493	0.7938174394693484	0.06656979436015749	0.7948717966779962
131	0.0647932318212792	0.7911927676402504	0.06456294487336854	0.800699299309915
132	0.06656793331562795	0.7885680958111525	0.06568200101246645	0.7948717934824092
133	0.06504694314401398	0.7882764655113499	0.06560952143444047	0.7937062953735565
134	0.06546245647236361	0.7868183140992493	0.06523677500047328	0.800699299309915
135	0.0640366821981408	0.7938174403384741	0.06520226253912999	0.8041958058630669
136	0.06573798894212975	0.7865266839732717	0.06485103273933585	0.7983682969789128
137	0.06410765132931169	0.7996500445093626	0.06546985380577319	0.7995337981444138
138	0.06505860762546242	0.7900262465279524	0.06695751218876361	0.793706295512495
139	0.06561160237726925	0.7818606010885063	0.06593692757727661	0.7948717934824092
140	0.06590993985855291	0.7865266843209221	0.0685569593609074	0.7960372946479104
141	0.06346778947719856	0.8002333044136672	0.06641780949764318	0.7983682969789128
142	0.06367679363777701	0.7996500431187614	0.06551054668871117	0.8006993023665635
143	0.06388568088681713	0.7914843975924027	0.06728793282956232	0.7948717934824092
144	0.062580024702412	0.7952755901861482	0.06531466460311329	0.8006993023665635
145	0.06318269007953063	0.797025371811139	0.06493352381360559	0.7960372946479104
146	0.0649336249909515	0.795275591055274	0.06537812675559992	0.793706292316908
147	0.06454402189207481	0.7897346166627127	0.06450190336067915	0.7972027990089986
148	0.06470606903895654	0.7964421116460966	0.06550376464575876	0.8006992994488537
149	0.0612810502384487	0.8025663461167877	0.06709037972983224	0.8030303046975659
150	0.06242936479889745	0.7955672205728634	0.06415674731239572	0.8030303046975659
151	0.06068826760454649	0.8022747155562473	0.06632451308426601	0.7995337981444138
152	0.06360416030676937	0.7923592887525484	0.06755466844304736	0.7995338012010623
153	0.06273958003748677	0.7996500440747997	0.06549003299994346	0.7995338013400008
154	0.061752960987586814	0.8028579764165903	0.06866022664836514	0.7948717934824092
155	0.0642311274918428	0.7906095069537326	0.06584648866128255	0.8018648004754162
156	0.062109299037756534	0.8013998251783149	0.06761353124271739	0.7972027959523501
157	0.06212109812505741	0.7970253725064396	0.06460250789052123	0.801864803393126
158	0.06341343062347767	0.7938174398169986	0.06444577339576396	0.8030303015019788
159	0.06341489207582941	0.7984835224410263	0.06970020946297613	0.7995337982833525
160	0.06231563725935436	0.7874015746988545	0.06651771679902688	0.7995337981444138
161	0.0628265089663134	0.7976086323238316	0.06631834259677878	0.7995338013400008
162	0.06241712837729067	0.796442111124621	0.06467390647440245	0.8041958028064186
163	0.06177694334402207	0.7961504812593814	0.06432945889123393	0.8053613071675068
164	0.06311497587865975	0.797025371376576	0.06519811037745508	0.8053613039719197
165	0.060832198506091346	0.8031496065425678	0.06666068338500314	0.8006992994488537
